"품목코드","품목분류","모델명","정식품목","세부사양","메모","작성자","작성일자","수정일자","최근사용자"
C4382BA5CEEC3744A3204928AA59E176,"11.기타Software",ADAMS,Adams Machinery Module Bundle(Include all Adams Ma,"","Adams Machinery Module Bundle(Include all Adams Machinery
Paid-up 30,200,000
E&S        6,040,000",ktkim,2014-03-03 00:00:00.000,2014-03-03 00:00:00.000,ktkim
C56AD85A98C4C4458035567013B96C69,"01.SolidWorks 관련",SOLIDWORKS Visualize Professional,SOLIDWORKS Visualize Professional Entrepreneur,"","",ksllkd,2017-07-20 00:00:00.000,2017-07-20 00:00:00.000,ksllkd
C7C9ABC5A0970843B7F51DF9CE829930,"11.기타Software",ADAMS,Adams Vibration,"","Adams Vibration
Paid=up  11,800,000
E&S         2,360,000",ktkim,2014-03-03 00:00:00.000,2014-03-03 00:00:00.000,ktkim
C7DD0F311652B146AA90E498F587E13B,"01.SolidWorks 관련",SolidWorks Routing 교재(영문),SolidWorks Routing 교재(영문),"","",mchjung,2011-01-04 00:00:00.000,2011-03-25 00:00:00.000,mchjung
C831097DFFABED4A9E69FA95C9EF8B5F,"12.전략제품(보안)",NH_ASPACK,NETHELPER 자산관리 Pack," Agent관리 	
 환경관리 	
 자산관리 
	 소프트웨어관리 
	 하드웨어관리 
	 실물자산관리 
 배포관리 	
 전원관리 	
 장애관리 
	 원격관리 
	 장애처리 
 설치유도 
	 AIMS 
","",ktkim,2013-11-27 00:00:00.000,2014-02-05 00:00:00.000,admin
C8564E0B3309AB429ADDDCF3243A2EDB,"10.MS계열 제품군",Dell 프리시즌 타워 5810,Dell 프리시즌 타워 5810,"인텔 제온 프로세서 E5-1630 v3 (Four Core HT, 10MB 캐시, 3.7GHz Turbo)
16GB (4x4GB) 2133MHz DDR4 RDIMM ECC
256GB 2.5인치 Serial ATA 솔리드 스테이트 드라이브
 3.5인치 1TB SATA 7.2k RPM HDD
NVIDIA® Quadro® K2200 4GB (2 DP, DL-DVI-I) (1 DP to SL-DVI 어댑터)
DVD+/-RW Drive
전원 코드 220V (한국)
Dell USB 옵티컬 마우스 - MS111 - 블랙
Dell™ KB212-B USB 기본형 비즈니스 키보드 (한국어)
Windows 7 Professional 한국어 64비트
3년 ProSupport: 익일(영업일 기준) 방문 서비스
","",thkim,2016-08-23 00:00:00.000,2016-08-23 00:00:00.000,thkim
C9642889BEAFC34EAC84D4B6B3EC7ABE,"01.SolidWorks 관련","","3DVIA Composer Edu. Edition Net (10 User)"," - 기술 도해
 - 분해도
 - 조립 지침서
 - 제조,공정 지침서
 - 현장 서비스 메뉴얼
 - 현장 서비스 가이드 
 - 제품 및 웹 카달로그
 - 마케팅 자료

 - SolidWorks File Import Module 포함.
 - 교육 1일 포함.","",shpark,2010-11-04 00:00:00.000,2010-11-04 00:00:00.000,shpark
CA891ED9C30F67418F9B4DD07324DD7A,"10.MS계열 제품군",UP Mini,UP Mini,"제작 크기		120 x 120 x 120 mm
제품 사이즈	240 x 355 x 340 mm
소프트웨어	UP Software
적층두께		0.20, 0.25,0.30, 0.35 mm
적층방식		FDM (Fused Deposition Modeling)
재료		ABS Plastic
","",sjh,2014-02-10 00:00:00.000,2014-02-10 00:00:00.000,sjh
CB470FDF8AB88A42A5C70AB80B221AB7,"11.기타Software",Modview Design Suite,Modview Design Suite Pro.DEMO용 for CH(32/64),"* Modview Design Suite Standard 포함
* Weld 기능
  - 용접점 자동생성 및 시뮬레이션, 관리
* File Export기능","",ktkim,2013-09-10 00:00:00.000,2013-12-17 00:00:00.000,sjh
CB6B20D9F6AB774E98CB443FCAB0CE8D,"00.Subscription Service","",SOLIDWORKS Advanced Training," - nodeDATA 모든 사내 정기교육 과정
    - Advanced (Setting / 곡면 / 판금 / 용접 구조물 / 배관 / 애니메이션 / PhotoView360) 
    - Simulation (구조 / 유동 / Plastics)
    - EPDM 
    - Composer
    - Electrical (2D / 3D)
    - Inspection 
 - 인원 협의 필요","",admin,2015-01-28 00:00:00.000,2015-01-29 00:00:00.000,ksehee
CBD506E58DA9DB4F82BFF028AF6A414E,"05.PDMWorks Enterprise 관련",SOLIDWORKS WorkGroup PDM Viewer,SOLIDWORKS WorkGroup PDM Viewer," - WorkGroup PDM 서버에 있는 파일에 대한 뷰어
 - 파일 검색 및 레포트 
 - 파일 데이터 속성 정보 확인
 - 파일 미리 보기 
 - 1 Seat 구입 시 5 User 사용가능","",intia,2016-09-19 00:00:00.000,2016-09-27 00:00:00.000,intia
CBD6A54982F7AC4DB214CADE5C401D0F,"02.해석 제품",SOLIDWORKS Simulation Standard,SOLIDWORKS Simulation Standard,"[Simulation Capability]
 - Linear Static Analysis
 - Time Based Motion Simulation
 - Fatigue Analysis
 - Trend Tracker
[Geometry]
 - Part, Assembly 시뮬레이션
 - Solid, Shell, Beam 및 Truss 모델벽
 - 분산 및 집중 질량
[결과 도구]
 - 합력 및 부품 변위 플롯
 - VonMises 응력, 주응력, 부품 응력 플롯
 - 주요 변형, 부품 변형, 변형 에너지 밀도 플롯
 - 다축 응력 하중 기반 볼트 및 핀 안전계수 플롯
 - 다중 해석 스터디를 통해 결과 비교
 - 피로 수명 및 손상 플롯 
 - 모션 해석의 결과를 정적 해석 스터디에서 불러오기
[결과 공통]
 - HTML 및 DOC 보고서 형식
 - 시뮬레이션 결과의 eDrawings 게시
 - BMP, JPEG, VRML, XGL 또는 AVI 파일로 플롯 저장 
 - 시뮬레이션 라이브러리 파일/템플릿",* 2014년 7월 31일 출시(SOLIDWORKS 2014 SP1.0 부터 적용),gongsa,2014-09-01 00:00:00.000,2016-05-11 00:00:00.000,jekim
CCB1BEF91379DF4288F0F6EC83A69A4F,"00.Subscription Service",SOLIDWORKS Inspection Professional SS,SOLIDWORKS Inspection Professional Subscription Service,"- 설치 매뉴얼 제공
 - 차기 버전 Upgrade 1회
 - On-Line 기술 지원 (전화 및 원격지원)
 - nodeDATA 교육 (1 Seat 당 1명 기준)
    - 쿠폰 2장 제공
 - nodeDATA On-Line 교육(Webcast)
 - nodeDATA 세미나
 - nodeDATA 홈페이지 로열 회원 등급 부여
    - 기술 문서 및 동영상 열람
 - 최신 뉴스레터 제공
 - Disable Request Service(라이선스 재 활성)
 - DX TOOL 제공
 - SOLIDWORKS Customer Portal 이용 
    - Service Request / Enhancement Request / Knowledge Base
 - SOLIDWORKS Beta 체험 및 Awards
 - 계약기간 : 1년간 (2015.mm.dd ~ 2016.mm.dd)
 - 대상 S/N :","",ckjung,2016-02-02 00:00:00.000,2018-11-30 00:00:00.000,intia
CCF5F50CB3C74946AFA5D8B9B0085582,"10.MS계열 제품군",SQL CAL,SQLCAL 2012 SNGL OLP NL UsrCAL,"","소비자가격: 421,000",admin,2014-02-05 00:00:00.000,2014-02-05 00:00:00.000,ktkim
CD7310451144AA46AEEC9A15D3310BF6,"08.기타",S/W,V3 IS 8.0 Platinum (100~299),"

","",misjid,2009-05-27 00:00:00.000,2009-05-27 00:00:00.000,misjid
CD8B40ED9AD1754580F78CFFDC76371F,"00.Subscription Service",SOLIDWORKS Electrical 3D Sub,SOLIDWORKS Electrical 3D Subscription," - 설치 매뉴얼 제공
 - 차기 버전 Upgrade 1회
 - On-Line 기술 지원 (전화 및 원격지원)
 - nodeDATA 교육 (1 Seat 당 1명 기준)
    - 쿠폰 2장 제공
 - nodeDATA On-Line 교육(Webcast)
 - nodeDATA 세미나
 - nodeDATA 홈페이지 로열 회원 등급 부여
    - 기술 문서 및 동영상 열람
 - 최신 뉴스레터 제공
 - Disable Request Service(라이선스 재 활성)
 - DX TOOL 제공
 - SOLIDWORKS Customer Portal 이용 
    - Service Request / Enhancement Request / Knowledge Base
 - SOLIDWORKS Beta 체험 및 Awards
 - 계약기간 : 1년간 (2015.mm.dd ~ 2016.mm.dd)
 - 대상 S/N :","",admin,2013-10-02 00:00:00.000,2018-11-30 00:00:00.000,intia
CD95FE7FDCB15E41B89E5C1BE733BC4C,"01.SolidWorks 관련",SolidWorks Sheet metal교재,SolidWorks Sheet metal교재(영문),"","",mchjung,2011-08-31 00:00:00.000,2011-08-31 00:00:00.000,mchjung
CE5251050C77FA4B815318D3415E2006,"04.HW 관련",병렬UPS 장비,TJU701,"20KVA (40KVA 까지 확장 가능)		
입/출력 전압 : 단상 220V					
ES 100A 배터리, 12V (세방전지)16ea				
Hour : 30분						
큐비클 (배터리 함체)1ea													
","",misjid,2009-05-18 00:00:00.000,2009-05-18 00:00:00.000,misjid
CEC98D738327A34EB9A2501252CD8D73,"04.HW 관련",xSeries,x3650 M4,"1xSNB E5-2609 2.4GHz 4C 80W,1x4GB(1.35V,1RX4),8 HDD Bays(2.5"") 1 x 550W RoMB(Raid 0,1,10,no battery, no cache), 3yr
4GB (1x4GB, 1Rx4, 1.35V) PC3L-10600 CL9 ECC DDR3 1333MHz LP RDIMM
 1TB 7.2K 6Gbps NL SAS 2.5"" SFF HS  
ServeRAID M5100 Series 512MB Cache/RAID 5 Upgrade
 System x 550W High Efficiency Platinum AC Power Supply
IBM UltraSlim Enhanced SATA Multi-Burner
x3650 M4 ODD Cable
","100명 동시접속",ktkim,2014-02-05 00:00:00.000,2014-02-05 00:00:00.000,ktkim
CFC859671A6C41469993AB874C2718BA,"04.HW 관련",HP 646901-371,HP 646901-371,"HP DL360p Gen8 E5-2630 Base AP Svr  6core 2.3GHz, 4 x 4GB PC3L-10600R,P420i / 1GB FBWC
Processor : (1) ntel® E5-2600 Processors
Cache Memory : 10MB (1 x 10MB) Level 3, 15MB (1x15MB) L3
Memory : 4GB (1 x 4GB DDR3-1333MHz RDIMMs), 16GB (4 x 4GB DDR3-1333MHz RDIMMs)
Network Controller : HP Ethernet 1Gb 4-port 331FLR Adapter
Storage Controller : HP Smart Array P420i/ZM (RAID 0/1/1+0), HP Smart Array P420i/1GB with FBWC (RAID 0/1/1+0/5/5+0)
Hard Drive : None ship standard; includes 7 SFF hard drive blanks
Internal Storage : Standard: 8 SFF HDD Bays
Optical Drive Bay : 1 (Optional: DVD-ROM, DVD-RW)
PCI-Express Slots : 2 standard (1-FH/HL, 1-LP) PCIe 3.0
Power Supply : (1) HP 460W Common Slot Gold Hot Plug Power Supply (92% Efficient), (1) HP 460W CS Platinum Plus Hot Plug Power Supply (94% Efficient)
Fans : 6 Hot Plug Redundant Fan Modules
Management : HP iLO Management Engine (standard)
Optional: HP Insight Control
Form Factor : Rack (1U)
Warranty : Server Warranty includes 3-Year Parts, 3-Year Labor, 3-Year Onsite support with next business day response","",sjh,2013-12-24 00:00:00.000,2013-12-24 00:00:00.000,sjh
D056182889349C4FA256215BC35C9413,"11.기타Software",ALC (Annual License Charge),ALC (Annual License Charge),"","",kylee,2015-10-14 00:00:00.000,2015-10-14 00:00:00.000,kylee
D07FBFB8F5847B4F9CEE9D9D18C16B02,"10.MS계열 제품군",Visual Studio Premium with MSDN,VSPremwMSDN ALNG LicSAPk OLP NL Qlfd,"","",sjh,2014-06-26 00:00:00.000,2014-06-26 00:00:00.000,sjh
D2599E9C8A121947B7FA1E42A4215C51,"10.MS계열 제품군",CATIA V5,"5691-ED2","CATIA V5 Academic Learn Package
- Fully License for Education","매입 단가 부가세별도
PLC: 976,500 
RLC: 155,465

부가세별도 List Price (포함가격)
PLC+RLC = 1,484,900 (1,633,390 원)",ktkim,2014-07-17 00:00:00.000,2014-07-17 00:00:00.000,ktkim
D299E69F097F1E4897CEABB644F15A82,"01.SolidWorks 관련",SOLIDWORKS Professional Term License,SOLIDWORKS Professional Term License,"","",ksllkd,2016-12-09 00:00:00.000,2016-12-09 00:00:00.000,ksllkd
D2FA40B94A7CA44F8E44FAEBB0DC52A6,"00.Subscription Service",SOLIDWORKS PDM Standard Contributor Subscription,SOLIDWORKS PDM Standard Contributor Subscription,"","",intia,2016-03-25 00:00:00.000,2016-03-25 00:00:00.000,intia
D4204659D74C6B4BB719CD9DC471C765,"08.기타",SMAP3D Piping (Floating Type),SMAP3D Piping (Floating Type),"","",ijhwang,2024-01-09 00:00:00.000,2024-01-09 00:00:00.000,ijhwang
D4DEB995FFD09A428588F125347E7B97,"10.MS계열 제품군",MS Office,WinPro 8 MVL Legalization GetGenuine SMB,"","",ktkim,2013-10-07 00:00:00.000,2013-10-07 00:00:00.000,ktkim
D550E584B7270747826AD3F55272ADA7,"05.PDMWorks Enterprise 관련",SolidWorks Workgroup PDM Contributor Network,SolidWorks Workgroup PDM Contributor Network," - Network Ver. (Not associated to an existing SNL installation)
 - 제품 데이터 관리
 - 보안 액세스 : 네트워크 상에서 또는 웹을 통해 허가된 개인에게 액세스 권한을 부여
 - 수정 제어 : 파일을 덮어쓰는 것을 방지하고 리비젼 관리
 - 파일 검색 : 메타데이타(사용자 정의 속성)을 검색
 - Vault 설정 : 관리자 권한, 전체 설정, 로그 파일 위치를 지정
 - 사용자와 그룹 : 사용자와 그룹을 추가, 수정, 삭제
 - 검색 : 볼트 메타데이터의 색인을 사용
 - 수정본 기록 구조 : 볼트에 문서 수정본 기록 구조를 정의
 - 프로젝트 : 프로젝트와 권한, 대량 문서 체크인, 복사와 보관 문서 수정본 등을 관리
 - 문서 수정 상태 : 문서를 개발하는 과정에서 그 수정 상태에 대한 규칙을 설정
 - 속성 : 속성을 추가, 수정, 삭제, 매핑
 - Vault Server Setting 1 Day
 - 사용자 및 관리자 교육 1 Day","",shpark,2010-02-25 00:00:00.000,2010-02-25 00:00:00.000,shpark
D56123187C60F84CA7BDC46E0A46E121,"13. 3DEXPERIENCE Platform",XPP,Project Planner,"- Project Planning
   Project 생성 및 정의
   Project 진행 상황 실시간 Update
   Project Resource 및 업무 Drill-Down 보기
   업무 생성 및 기간 설정
   업무 담당자 지정
   마일 스톤(중요 시점) 및 작업 간 관계 정의
   Key 마일 스톤에 따른 일정 최적화
   프로젝트 별 멤버 지정
   프로젝트 산출물 및 참고 자료 관리
   업무 별 산출물 연결","",admin,2020-10-15 00:00:00.000,2020-10-15 00:00:00.000,admin
D677281B0EE1E04A8C4E3E6DA6657378,"07.SolidWorks 교육관련",Advance교육,Advance교육,"","",admin,2008-01-08 00:00:00.000,2008-01-08 00:00:00.000,admin
D6B03EA4665045459A302A5D5623697F,"11.기타Software",HyperWorks V13.0,HyperWorks V13.0,"","",kylee,2015-10-14 00:00:00.000,2015-10-14 00:00:00.000,kylee
D83AFB4914EFF64FB706C3BB106F3AEE,"02.해석 제품",SOLIDWORKS Plastics Premium,SOLIDWORKS Plastics Premium,"[General]
 - SOLIDWORKS-embedded 
 - 4,000개 이상 상용 플라스틱 재질 포함, 사용자 정의 재질 지원
 - Shell,  Solid 3D Mesh 
[Simulation Capabilities]
 - 충전 단계(첫 번째 단계 사출), 보압단계(두 번째 단계 사출)
 - 러너 균형 맞춤, 다중 게이트, 코인젝션, 다중샷
 - 인서트 오버몰딩
 - 보조가스, 섬유해석
 - 반응 사출 금형(RIM; 열경화성 수지)
 - 복굴절, 밸브 게이트 (순차 사출)
 - 냉각 라인 해석
 - 변형 해석
[Model Geometry]
 - 러너 설계 마법사, 핫 & 콜드 러너
 - 다중 캐비티 금형, 패밀리 금형
 - 냉각 라인, 배플 & 버블러,  형상 적응형 냉각 수로
 - 금형 인서트
[Results]
 - 충전시간, 충전 용이 
 - 유동 선단 온도 및 충전 완료 시 온도
 - 전단 응력, 전단률
 - 충전 완료 시 압력
 - 웰드라인, 공기 갇힘
 - 싱크 마크, 싱크 마크 프로파일
 - 체적 추축, 충전 완료시 고화층 비율
 - 형체력, 주기 시간
 - 파트 냉각 시간, 냉각 완료시 파트 온도, 냉각 완료시 금형 온도
 - 잔류 응력에 의한 변형
 - 자동 보고서 : MS office word, powerpoint, HTML
 - SOLIDWORKS SIMULATION Premium과 결과 호환","[General]
- SOLIDWORKS-embedded 
 - 4,000+ Commercial Plastics  / Customizable
 - Automatic / Global, Local Mesh Refinement 
 - Boundary Mesh (shell) / Solid 3D Mesh
[Simulation Capabilities]
 - Filling Phase (1st stage injection) 
 - Packing Phase (2nd stage injection) 
 - Automatic Gate Location(s) 
 - Instantaneous Fill Time Plot 
 - Runner Balancing 
 - Sink Mark Analysis
 - Multi Gates 
 - Symmetry Analysis
[Advanced Simulation Capabilities]
 - Co-Injection
 - Multi-Shot
 - Insert Overmolding 
 - Gas-Assist 
 - Fiber Analysis 
 - Reaction Injection Molding (RIM; Thermosets) 
 - Birefringence 
 - Valve Gates (sequential injection) 
 - Venting Analysis 
 - Cooling Line Analysis 
 - Conformal Cooling Analysis 
 - Warpage Analysis 	
[ Mold Geometry Support]
 - Runner Design Wizard 
 - Sprues and Runners
 - Hot & Cold Runners 
 - Multi-Cavity Molds 
 - Family Molds 
 - Cooling Lines 
 - Baffles & Bubblers 
 - Conformal Cooling Channels 
 - Mold Inserts 
[Results]
 - Fill Time 
 - Air Trap
 - Short Shot
 - Ease of Fill 
 - Results Adviser 
 - eDrawings Support 
 - Pressure at End of Fill 
 - Flow Front Temperature 
 - Temperature at End of Fill 
 - Shear Stress 
 - Shear Rate 
 - Cooling Time 
 - Weld Lines 
 - Sink Marks 
 - Frozen Layer Fraction at End of Fill
 - Clamp Force 
 - Cycle Time 
 - Sink Mark Profiles
 - Volumetric Shrinkage 
 - Mold Temperature at Cooling End 
 - Displacement due to Residual Stress 
 - Automatic report: MS office word, powerpoint, HTML
*SOLIDWORKS SIMULATION Premium과 결과 호환",shpark,2014-04-08 00:00:00.000,2015-02-13 00:00:00.000,jekim
D8A1967A571DF84F91011450B78798B3,"05.PDMWorks Enterprise 관련",SolidWorks Workgroup PDM Contributor,SolidWorks Workgroup PDM Contributor," - Stand Alone Ver.
 - 제품 데이터 관리
 - 보안 액세스 : 네트워크 상에서 또는 웹을 통해 허가된 개인에게 액세스 권한을 부여
 - 수정 제어 : 파일을 덮어쓰는 것을 방지하고 리비젼 관리
 - 파일 검색 : 메타데이타(사용자 정의 속성)을 검색
 - Vault 설정 : 관리자 권한, 전체 설정, 로그 파일 위치를 지정
 - 사용자와 그룹 : 사용자와 그룹을 추가, 수정, 삭제
 - 검색 : 볼트 메타데이터의 색인을 사용
 - 수정본 기록 구조 : 볼트에 문서 수정본 기록 구조를 정의
 - 프로젝트 : 프로젝트와 권한, 대량 문서 체크인, 복사와 보관 문서 수정본 등을 관리
 - 문서 수정 상태 : 문서를 개발하는 과정에서 그 수정 상태에 대한 규칙을 설정
 - 속성 : 속성을 추가, 수정, 삭제, 매핑
 - Vault Server Setting 1 Day
 - 사용자 및 관리자 교육 1 Day","",shpark,2010-02-25 00:00:00.000,2010-02-25 00:00:00.000,shpark
D97CF5F99987374AA91390CE4A9B501E,"01.SolidWorks 관련",SolidWorks Advanced Part Modeling 교재(영문),SolidWorks Advanced Part Modeling 교재(영문),"","",mchjung,2012-10-22 00:00:00.000,2012-10-22 00:00:00.000,mchjung
D9DC6DE4FB60C743BD914C571CEDBD93,"10.MS계열 제품군",OS,Window Vista/XP OLP Single,M/S OS MA/SA 제외 제품,"",misjid,2009-05-27 00:00:00.000,2009-07-06 00:00:00.000,misjid
DA171A5D478EDF45AB5EBE550DC1E365,"08.기타","",Draftsight,"","",ckjung,2017-03-30 00:00:00.000,2017-03-30 00:00:00.000,ckjung
DBA9ED90AF9E2E4B8715A1A76172DE3B,"00.Subscription Service",SOLIDWORKS Simulation,SOLIDWORKS Simulation Professional Subscription Service," - 설치 매뉴얼 제공
 - 차기 버전 Upgrade 1회
 - On-Line 기술 지원 (전화 및 원격지원)
 - nodeDATA 교육 (1 Seat 당 1명 기준)
    - 쿠폰 2장 제공
 - nodeDATA On-Line 교육(Webcast)
 - nodeDATA 세미나
 - nodeDATA 홈페이지 로열 회원 등급 부여
    - 기술 문서 및 동영상 열람
 - 최신 뉴스레터 제공
 - Disable Request Service(라이선스 재 활성)
 - DX TOOL 제공
 - SOLIDWORKS Customer Portal 이용 
    - Service Request / Enhancement Request / Knowledge Base
 - SOLIDWORKS Beta 체험 및 Awards
 - 계약기간 : 1년간 (2015.mm.dd ~ 2016.mm.dd)
 - 대상 S/N :","",admin,2009-02-17 00:00:00.000,2018-11-30 00:00:00.000,intia
DCD7C2F4EF86E243BB15EE78C14379DD,"",SX mini-GBIC,Interface,"Mini-GBIC, SFP, 1000BaseSX, LC Connector, 550m 		transmission with 50/125 μm MMF and 275m 			transmission with 62.5/125 μm MMF													
","",misjid,2009-05-08 00:00:00.000,2009-05-08 00:00:00.000,misjid
DD3BEFC43CB892468D3832347454D9A0,"11.기타Software",CATIA,MCE(Mechanical Product Creation),"CATIA 고급 사양
- 고급 Solid 기능","",misjid,2010-01-25 00:00:00.000,2010-01-25 00:00:00.000,misjid
DE639F8FC9750744AEF77F0C04A6D38A,"04.HW 관련",병렬UPS장비,SURT20KRMXLI," 출력 용량  16 kW / 20 kVA   
 최대 구성 전력  16 kW / 20 kVA   
 공칭 출력 전압  230V   
 Output Voltage Note  220 : 230 또는 240 공칭 출력 전압에 대해 구성가능   
 100% 부하에서의 효율  94%   
 출력전압 파형 왜율  5% 미만   
 출력주파수(전원에 동기)  50/60Hz +/- 3Hz ~ +/- 0.1 사용자 조정 가능   
 Crest Factor  3 : 1   
 파형  정현파   
 출력배선연결  (1) Hard Wire 3-wire (H N + G)    
 (1) Hard Wire 5-wire (3PH + N + G)    
 (8) IEC 320 C19    
 (2) IEC Jumpers    
 efficiency_half_load  94%   
 Bypass  내장 정적 바이패스,내부 바이패스(자동 및 수동),외부 바이패스(옵션)   
 입력  
 공칭 입력 전압  230V   
 입력 주파수  40 - 70Hz(자동 감지)   
 입력배선연결  Hard Wire 3 wire (1PH+N+G)    
 Hard Wire 5-wire (3PH + N + G)    
 허용 입력 전압 범위 
  160 - 280V   
 기타 입력 전압  220,240   
 최대 입력 전류  111A   
 입력 차단기 용량  125A   
 input_harmonic_distortion  Less than 5% for full load   
 배터리 & 정전보상시간  
 배터리 유형  무보수 무누액 연축전지(sealed Lead-Acid battery) : 누액방지   
 사전 설치된 배터리  4   
 일반적인 충전시간  2.50 시간   
 교체 배터리 카트리지  RBC44   
 RBC™ 수량  4   
 nominal_battery_voltage  +/-192 V (split battery referenced to neutral)   
 discharge_battery_voltage  +/-154 V   
 inverter_efficiency  93%   
 통신 & 관리  
 인터페이스 포트  DB-9 RS-232,RJ-45 10/100 Base-T,스마트 슬롯   
 사전 설치된 SmartSlot™ 카드  AP9619   
 제어판  다기능 LCD 상태 및 제어 콘솔   
 경보음  시청각 경보 - 지연 조절 가능   
 Emergency Power Off (EPO)  예   
 서지 방지 및 필터링  
 필터링  전시간 다중극 잡음 필터링 : 0.3% IEEE 서지 렛스루 : 제로 클램핑 응답시간 : UL 1449 충족합니다   
 외형  
 최대 높이  533.00 mm   
 최대 폭  432.00 mm   
 최대 깊이  773.00 mm   
 랙 높이  12U   
 순중량  247.73 KG   
 선적 중량  314.27 KG   
 선적 높이  990.00 mm   
 선적 폭  610.00 mm   
 선적 깊이  1003.00 mm   
 색상  Black   
 Units per Pallet  1.00   
 환경  
 주위 온도(동작시)  0 - 40 °C   
 상대 습도(동작시)  0%   
 고도(동작시)  0-3000 미터   
 보관 온도  -15 - 45 °C   
 보관 상대 습도  0%   
 보관 고도  0-15000 미터   
 소음(1m 거리)  59.00 dBA   
 발열량  3461.00 BTU/hr   
 적합 규격  
 승인  EN/IEC 62040-2,EN/IEC 62040-1-1,VDE   
 표준 보증  2 years repair or replace   
 Runtime  
 최대부하  16000W 시   5Min 
 중간부하    8000W 시  15Min 
 출장 설치비 포함
","",misjid,2009-05-18 00:00:00.000,2009-05-18 00:00:00.000,misjid
DEE4F1293A46D7458CE6309488897088,"11.기타Software",S/W,알약 1.0 (100~299),"

","",misjid,2009-05-27 00:00:00.000,2009-07-06 00:00:00.000,misjid
DF1157CC04E06A4E9E0BCD45C0AB2DBF,"04.HW 관련",백신,Office scan server 8.0,"","",misjid,2009-05-18 00:00:00.000,2009-05-18 00:00:00.000,misjid
E093C7511E80AC42984774DF2CC3543E,"05.PDMWorks Enterprise 관련",SOLIDWORKS PDM Professional,SOLIDWORKS PDM Professional CAD Editor," - 설계자용 (모든기능포함)
 - SOLIDWORKS & MultiCAD Add-in 
 - 설계 데이터 관리 
 - 데이터 통합 환경 제공
 - 다양한 권한 부여 설정 
 - Automated revision control
 - BOM 데이터 관리 
 - 파일 & 폴더 템플릿 기능
 - 기존 프로젝트 재활용 
 - Automated process control(ECO/ECN)
","",admin,2009-02-17 00:00:00.000,2017-03-08 00:00:00.000,ksllkd
E09F467F0048CA4D8AAEC34EEA6929C0,"01.SolidWorks 관련","",SOLIDWORKS Composer 2013," - 기술 도해
 - 분해도
 - 조립 지침서
 - 제조,공정 지침서
 - 현장 서비스 메뉴얼
 - 현장 서비스 가이드 
 - 제품 및 웹 카달로그
 - 마케팅 자료

 - 교육 1일 포함","",misjid,2010-05-19 00:00:00.000,2014-04-23 00:00:00.000,ksehee
E1CB830290C79C4D9AD63B36C598BFC3,"10.MS계열 제품군",Office,Office Standard Single OLP,"

","",misjid,2009-05-27 00:00:00.000,2009-07-06 00:00:00.000,misjid
E27CAC2422CC324181F124704ECE2B43,"08.기타",L2 Switch,WS-C2960-24PC-L,"Catalyst 2960 24 10/100 PoE + 2 T/SFP LAN Image
무상유지보수1년","",misjid,2009-05-29 00:00:00.000,2009-05-29 00:00:00.000,misjid
E3862159A8ABDA4AB9BF50DE4C673CD5,"01.SolidWorks 관련","",SOLIDWORKS Composer Player Pro 2016,"","",ksllkd,2016-06-09 00:00:00.000,2016-06-09 00:00:00.000,ksllkd
E3E2FAAFFE984C4CA6A87EE1E44D03A4,"08.기타",Rhinoceros 4.0 (Rhino 3D),Rhinoceros 4.0 (Rhino 3D),"","",sjh,2014-01-14 00:00:00.000,2014-01-14 00:00:00.000,sjh
E4109364CD23F0459E2713FE116A9FD4,"00.Subscription Service",SOLIDWORKS Electrical 2D Sub,SOLIDWORKS Electrical 2D Subscription," - 설치 매뉴얼 제공
 - 차기 버전 Upgrade 1회
 - On-Line 기술 지원 (전화 및 원격지원)
 - nodeDATA 교육 (1 Seat 당 1명 기준)
    - 쿠폰 2장 제공
 - nodeDATA On-Line 교육(Webcast)
 - nodeDATA 세미나
 - nodeDATA 홈페이지 로열 회원 등급 부여
    - 기술 문서 및 동영상 열람
 - 최신 뉴스레터 제공
 - Disable Request Service(라이선스 재 활성)
 - DX TOOL 제공
 - SOLIDWORKS Customer Portal 이용 
    - Service Request / Enhancement Request / Knowledge Base
 - SOLIDWORKS Beta 체험 및 Awards
 - 계약기간 : 1년간 (2015.mm.dd ~ 2016.mm.dd)
 - 대상 S/N :","",admin,2013-10-02 00:00:00.000,2018-11-30 00:00:00.000,intia
E4A41B7A87EA8B42A2A3998C275B5FB8,"04.HW 관련","4600",HP xw4600,"RV724AV	        HP xw4600 Workstation			
GH476AV	        HP xw4600 80  Energy Efficient Chassis (필수)	
GR524AV#AB1  Microsoft Vista32B Downgrade to XP32B OS		
GK767AV         Intel Core 2 Quad Q6600 2.40 8M/1066 CPU		
GH487AV#AB1  HP xw4600 Workstation Localization Kit		
GP511AV         NVIDIA Quadro FX1700 512MB PCIe Graphics	
GH569AV         HP 4GB (2x2GB) DDR2-800 ECC RAM		
GH496AV         HP 250GB SATA 3Gb/s NCQ 7200 1st HDD		
GH545AV         HP 16X DVD -RW SuperMulti SATA 1st Drive		
GH488AV         HP 1.44MB Floppy Disk Drive			
GH538AV         HP USB Optical Scroll Mouse			
GH531AV#AB1  HP USB Standard Keyboard			
","",misjid,2008-03-24 00:00:00.000,2008-03-24 00:00:00.000,misjid
